Title,Body,Labels,Milestone
FE-009 — Forgot password,"## Objetivo
Implementar recuperação.

## Tarefas
- [ ] Implementar recuperação

## Critérios de aceite
- [ ] Email enviado e estados de erro","frontend,priority:high",02 - Authentication
FE-010 — Reset password,"## Objetivo
Implementar redefinição.

## Tarefas
- [ ] Implementar redefinição

## Critérios de aceite
- [ ] Token válido, senha forte e sucesso","frontend,priority:high",02 - Authentication
FE-011 — 2FA login,"## Objetivo
Implementar challenge OTP.

## Tarefas
- [ ] Implementar challenge OTP

## Critérios de aceite
- [ ] Código, recovery code e erros","frontend,priority:high",02 - Authentication
FE-012 — 2FA settings,"## Objetivo
Implementar ativação.

## Tarefas
- [ ] Implementar ativação

## Critérios de aceite
- [ ] QR, secret, confirmação e recovery codes","frontend,priority:high",02 - Authentication
FE-013 — Onboarding,"## Objetivo
Implementar wizard.

## Tarefas
- [ ] Implementar wizard

## Critérios de aceite
- [ ] Welcome, organização, workspace, equipe e conclusão","frontend,priority:high",02 - Authentication
FE-014 — Convite,"## Objetivo
Implementar accept invitation.

## Tarefas
- [ ] Implementar accept invitation

## Critérios de aceite
- [ ] Usuário pode entrar ou criar conta","frontend,priority:high",02 - Authentication
FE-015 — Dashboard,"## Objetivo
Implementar dashboard.

## Tarefas
- [ ] Implementar dashboard

## Critérios de aceite
- [ ] KPIs, pipeline, receita, activity e pending actions","frontend,priority:high",11 - Dashboard
FE-016 — Customers list,"## Objetivo
Implementar listagem.

## Tarefas
- [ ] Implementar listagem

## Critérios de aceite
- [ ] Paginação, busca, filtros e estados","frontend,priority:high",04 - Customers
FE-017 — Customer form,"## Objetivo
Criar formulário.

## Tarefas
- [ ] Criar formulário

## Critérios de aceite
- [ ] Create/edit com validação","frontend,priority:high",04 - Customers
FE-018 — Customer detail,"## Objetivo
Implementar detalhe.

## Tarefas
- [ ] Implementar detalhe

## Critérios de aceite
- [ ] Overview, contatos, deals, documentos e timeline","frontend,priority:high",04 - Customers
FE-019 — Deals pipeline,"## Objetivo
Implementar Kanban.

## Tarefas
- [ ] Implementar Kanban

## Critérios de aceite
- [ ] Colunas por estágio e cards","frontend,priority:high",05 - Deals
FE-020 — Deal form,"## Objetivo
Criar/editar deal.

## Tarefas
- [ ] Criar/editar deal

## Critérios de aceite
- [ ] Formulário com cliente, valor, owner e datas","frontend,priority:high",05 - Deals
FE-021 — Deal detail,"## Objetivo
Implementar detalhe.

## Tarefas
- [ ] Implementar detalhe

## Critérios de aceite
- [ ] Activity, proposal e contract","frontend,priority:high",05 - Deals
FE-022 — Proposal list,"## Objetivo
Listar propostas.

## Tarefas
- [ ] Listar propostas

## Critérios de aceite
- [ ] Status, busca e filtros","frontend,priority:high",06 - Proposals
FE-023 — Proposal editor,"## Objetivo
Criar editor.

## Tarefas
- [ ] Criar editor

## Critérios de aceite
- [ ] Itens, totais, validade e preview","frontend,priority:high",06 - Proposals
FE-024 — Proposal send,"## Objetivo
Enviar proposta.

## Tarefas
- [ ] Enviar proposta

## Critérios de aceite
- [ ] Confirmação e status","frontend,priority:high",06 - Proposals
FE-025 — Public proposal,"## Objetivo
Implementar página pública.

## Tarefas
- [ ] Implementar página pública

## Critérios de aceite
- [ ] Documento, valor, approve/reject e estados","frontend,priority:high",06 - Proposals
FE-026 — Proposal approval,"## Objetivo
Implementar sucesso/erro.

## Tarefas
- [ ] Implementar sucesso/erro

## Critérios de aceite
- [ ] Approved, rejected, expired e invalid","frontend,priority:high",06 - Proposals
FE-027 — Contracts list,"## Objetivo
Listar contratos.

## Tarefas
- [ ] Listar contratos

## Critérios de aceite
- [ ] Status, participantes e filtros","frontend,priority:high",07 - Contracts
FE-028 — Contract detail,"## Objetivo
Detalhe do contrato.

## Tarefas
- [ ] Detalhe do contrato

## Critérios de aceite
- [ ] Documento, participantes, status e activity","frontend,priority:high",07 - Contracts
FE-029 — Public signing,"## Objetivo
Fluxo de assinatura público.

## Tarefas
- [ ] Fluxo de assinatura público

## Critérios de aceite
- [ ] Review, identify, sign e complete","frontend,priority:high",08 - Signatures
FE-030 — Signature input,"## Objetivo
Canvas e assinatura digitada.

## Tarefas
- [ ] Canvas e assinatura digitada

## Critérios de aceite
- [ ] Touch-friendly e preview","frontend,priority:high",08 - Signatures
FE-031 — Signing error states,"## Objetivo
Estados de link.

## Tarefas
- [ ] Estados de link

## Critérios de aceite
- [ ] Expired, invalid, signed e cancelled","frontend,priority:high",08 - Signatures
FE-032 — Invoices list,"## Objetivo
Listar invoices.

## Tarefas
- [ ] Listar invoices

## Critérios de aceite
- [ ] Filtros, status e paginação","frontend,priority:high",09 - Invoices
FE-033 — Invoice form,"## Objetivo
Criar/editar invoice.

## Tarefas
- [ ] Criar/editar invoice

## Critérios de aceite
- [ ] Itens, vencimento e total","frontend,priority:high",09 - Invoices
FE-034 — Invoice detail,"## Objetivo
Detalhe e pagamento.

## Tarefas
- [ ] Detalhe e pagamento

## Critérios de aceite
- [ ] Registrar pagamento e histórico","frontend,priority:high",09 - Invoices
FE-035 — Workflow list,"## Objetivo
Listar workflows.

## Tarefas
- [ ] Listar workflows

## Critérios de aceite
- [ ] Status e ações","frontend,priority:high",10 - Workflows
FE-036 — Workflow builder,"## Objetivo
Criar canvas de workflow.

## Tarefas
- [ ] Criar canvas de workflow

## Critérios de aceite
- [ ] Nodes, conexões e configuração","frontend,priority:high",10 - Workflows
FE-037 — Workflow execution,"## Objetivo
Histórico de execuções.

## Tarefas
- [ ] Histórico de execuções

## Critérios de aceite
- [ ] Status, logs e erros","frontend,priority:high",10 - Workflows
FE-038 — Tasks,"## Objetivo
Implementar tarefas.

## Tarefas
- [ ] Implementar tarefas

## Critérios de aceite
- [ ] List, Kanban, create, assign e complete","frontend,priority:high",13 - Testing
FE-039 — Notifications,"## Objetivo
Implementar notification center.

## Tarefas
- [ ] Implementar notification center

## Critérios de aceite
- [ ] Unread count, list e mark read","frontend,priority:high",12 - Notifications & Audit
FE-040 — Activity timeline,"## Objetivo
Implementar timelines.

## Tarefas
- [ ] Implementar timelines

## Critérios de aceite
- [ ] Customer, deal e global","frontend,priority:high",12 - Notifications & Audit
FE-041 — Team management,"## Objetivo
Implementar membros.

## Tarefas
- [ ] Implementar membros

## Critérios de aceite
- [ ] Invite, role, remove e status","frontend,priority:high",03 - Organizations
FE-042 — Organization settings,"## Objetivo
Configurar organização.

## Tarefas
- [ ] Configurar organização

## Critérios de aceite
- [ ] Nome, logo, slug e dados","frontend,priority:high",03 - Organizations
FE-043 — Profile settings,"## Objetivo
Configurar perfil.

## Tarefas
- [ ] Configurar perfil

## Critérios de aceite
- [ ] Nome, avatar e dados pessoais","frontend,priority:high",02 - Authentication
FE-044 — Security settings,"## Objetivo
Configurar segurança.

## Tarefas
- [ ] Configurar segurança

## Critérios de aceite
- [ ] 2FA, sessões e recovery codes","frontend,priority:high",02 - Authentication
FE-045 — Notification settings,"## Objetivo
Preferências.

## Tarefas
- [ ] Preferências

## Critérios de aceite
- [ ] Email e in-app","frontend,priority:high",02 - Authentication
FE-046 — Responsive pass,"## Objetivo
Revisar todas as telas.

## Tarefas
- [ ] Revisar todas as telas

## Critérios de aceite
- [ ] Desktop/tablet/mobile sem overflow","frontend,priority:high",13 - Testing
FE-047 — Accessibility pass,"## Objetivo
Revisar acessibilidade.

## Tarefas
- [ ] Revisar acessibilidade

## Critérios de aceite
- [ ] Focus, labels, contrast e keyboard navigation","frontend,priority:high",13 - Testing
SEC-001 — Rate limiting,"## Objetivo
Adicionar rate limiting em auth e endpoints públicos.

## Tarefas
- [ ] Limites por IP/token/rota

## Critérios de aceite
- [ ] Abuso básico é bloqueado","security,backend,priority:high",13 - Testing
SEC-002 — CORS,"## Objetivo
Configurar CORS por ambiente.

## Tarefas
- [ ] Allowlist web origin

## Critérios de aceite
- [ ] Produção não aceita origins arbitrárias","security,backend,priority:high",13 - Testing
SEC-003 — Security headers,"## Objetivo
Adicionar headers de segurança.

## Tarefas
- [ ] Helmet/config equivalente

## Critérios de aceite
- [ ] Headers são verificados em produção","security,backend,priority:high",13 - Testing
SEC-004 — Tenant isolation tests,"## Objetivo
Testar isolamento entre organizações.

## Tarefas
- [ ] Fixtures A/B e endpoints principais

## Critérios de aceite
- [ ] Nenhum recurso de A é acessível por B","security,backend,priority:high",13 - Testing
SEC-005 — Public token hardening,"## Objetivo
Proteger links públicos.

## Tarefas
- [ ] Expiração, hash, rate limit e revogação

## Critérios de aceite
- [ ] Tokens inválidos/expirados não expõem dados","security,backend,priority:high",13 - Testing
TEST-001 — Unit tests de domínio,"## Objetivo
Cobrir regras centrais.

## Tarefas
- [ ] Deal, proposal, contract, invoice e payment

## Critérios de aceite
- [ ] Casos normais e inválidos cobertos","testing,priority:high",13 - Testing
TEST-002 — Integration tests de repositories,"## Objetivo
Testar persistência.

## Tarefas
- [ ] Fixtures e banco de teste

## Critérios de aceite
- [ ] Repositories passam em banco real de teste","testing,priority:high",13 - Testing
TEST-003 — Auth E2E,"## Objetivo
Testar autenticação.

## Tarefas
- [ ] Signup, verify, login, reset e 2FA

## Critérios de aceite
- [ ] Fluxo completo funciona","testing,priority:high",13 - Testing
TEST-004 — Customer E2E,"## Objetivo
Testar customer CRUD.

## Tarefas
- [ ] Create/list/update/archive

## Critérios de aceite
- [ ] Fluxo passa","testing,priority:high",13 - Testing
TEST-005 — Deal E2E,"## Objetivo
Testar pipeline.

## Tarefas
- [ ] Create/move/won/lost

## Critérios de aceite
- [ ] Fluxo passa","testing,priority:high",13 - Testing
TEST-006 — Proposal E2E,"## Objetivo
Testar proposta.

## Tarefas
- [ ] Create/send/public/approve/reject

## Critérios de aceite
- [ ] Fluxo passa","testing,priority:high",13 - Testing
TEST-007 — Signature E2E,"## Objetivo
Testar assinatura externa.

## Tarefas
- [ ] Public link/identify/sign/complete

## Critérios de aceite
- [ ] Fluxo passa sem conta externa","testing,priority:high",13 - Testing
TEST-008 — Invoice E2E,"## Objetivo
Testar faturamento.

## Tarefas
- [ ] Create/pay/overdue/cancel

## Critérios de aceite
- [ ] Fluxo passa","testing,priority:high",13 - Testing
TEST-009 — Workflow E2E,"## Objetivo
Testar automações.

## Tarefas
- [ ] Approval→contract→signature→invoice→payment→won

## Critérios de aceite
- [ ] Workflow completo passa","testing,priority:high",13 - Testing
TEST-010 — Frontend smoke tests,"## Objetivo
Testar rotas críticas.

## Tarefas
- [ ] Login, dashboard, customer, proposal, signing

## Critérios de aceite
- [ ] Rotas principais carregam","testing,priority:high",13 - Testing
DOC-001 — README,"## Objetivo
Documentar projeto.

## Tarefas
- [ ] Setup, arquitetura, scripts e env

## Critérios de aceite
- [ ] Novo dev consegue executar o projeto","documentation,priority:high",14 - Production
DOC-002 — Architecture docs,"## Objetivo
Documentar arquitetura.

## Tarefas
- [ ] Diagrama monorepo, módulos e fluxo

## Critérios de aceite
- [ ] Decisões principais estão documentadas","documentation,priority:high",14 - Production
DOC-003 — API docs,"## Objetivo
Documentar API.

## Tarefas
- [ ] Swagger e convenções

## Critérios de aceite
- [ ] Endpoints principais documentados","documentation,priority:high",14 - Production
DOC-004 — ADRs,"## Objetivo
Registrar decisões importantes.

## Tarefas
- [ ] Auth, tenancy, workflow e storage

## Critérios de aceite
- [ ] ADRs versionados","documentation,priority:high",14 - Production
DEP-001 — Production database,"## Objetivo
Preparar PostgreSQL de produção.

## Tarefas
- [ ] Connection, migrations e backup strategy

## Critérios de aceite
- [ ] Banco produtivo configurado","deployment,priority:high",14 - Production
DEP-002 — API deployment,"## Objetivo
Publicar API.

## Tarefas
- [ ] Build, env, healthcheck

## Critérios de aceite
- [ ] API responde em produção","deployment,priority:high",14 - Production
DEP-003 — Web deployment,"## Objetivo
Publicar web.

## Tarefas
- [ ] Build e env

## Critérios de aceite
- [ ] Aplicação web responde em produção","deployment,priority:high",14 - Production
DEP-004 — Redis/worker deployment,"## Objetivo
Publicar processamento assíncrono.

## Tarefas
- [ ] Worker e Redis

## Critérios de aceite
- [ ] Jobs processam em produção","deployment,priority:high",14 - Production
DEP-005 — Email provider,"## Objetivo
Configurar envio real.

## Tarefas
- [ ] Provider, domain e templates

## Critérios de aceite
- [ ] Emails principais são entregues","deployment,priority:high",14 - Production
DEP-006 — Observability,"## Objetivo
Adicionar logs/monitoramento.

## Tarefas
- [ ] Error tracking e health checks

## Critérios de aceite
- [ ] Falhas produtivas são observáveis","deployment,priority:high",14 - Production
DEP-007 — Production smoke test,"## Objetivo
Executar checklist final.

## Tarefas
- [ ] Auth, CRM, proposal, signing, invoice e workflow

## Critérios de aceite
- [ ] Fluxo crítico passa em produção","deployment,priority:high",14 - Production
FINAL-001 — FlowDesk Production Ready,"## Objetivo
Concluir o produto e validar o fluxo ponta a ponta.

## Tarefas
- [ ] Executar checklist final de segurança, testes, UX, documentação e deploy

## Critérios de aceite
- [ ] Usuário consegue cadastrar, criar negócio, enviar proposta, cliente aprovar, contrato ser assinado, invoice ser criada/paga e deal ser encerrado","deployment,priority:high",14 - Production
INT-001 — Integrar auth no frontend,"## Objetivo
Conectar Better Auth ao TanStack Start.

## Tarefas
- [ ] Session hydration, login/logout e guards

## Critérios de aceite
- [ ] Usuário autenticado navega sem inconsistências","frontend,backend,priority:high",04 - Customers
INT-002 — Integrar organization context,"## Objetivo
Sincronizar tenant atual.

## Tarefas
- [ ] Provider/context e headers

## Critérios de aceite
- [ ] Requests usam organization correta","frontend,backend,priority:high",04 - Customers
INT-003 — Integrar Customers,"## Objetivo
Conectar UI à API.

## Tarefas
- [ ] Queries, mutations, cache e invalidation

## Critérios de aceite
- [ ] CRUD completo funciona pela UI","frontend,backend,priority:high",04 - Customers
INT-004 — Integrar Deals,"## Objetivo
Conectar pipeline à API.

## Tarefas
- [ ] Queries/mutations e optimistic updates quando apropriado

## Critérios de aceite
- [ ] Pipeline funciona ponta a ponta","frontend,backend,priority:high",05 - Deals
INT-005 — Integrar Proposals,"## Objetivo
Conectar editor e envio.

## Tarefas
- [ ] Queries/mutations e public link

## Critérios de aceite
- [ ] Proposta pode ser criada e enviada","frontend,backend,priority:high",06 - Proposals
INT-006 — Integrar Public Proposal,"## Objetivo
Conectar página pública.

## Tarefas
- [ ] Token, approval/rejection e estados

## Critérios de aceite
- [ ] Cliente aprova sem login","frontend,backend,priority:high",06 - Proposals
INT-007 — Integrar Contracts,"## Objetivo
Conectar contratos.

## Tarefas
- [ ] Queries, send e participants

## Critérios de aceite
- [ ] Contrato pode ser enviado","frontend,backend,priority:high",07 - Contracts
INT-008 — Integrar Signing,"## Objetivo
Conectar assinatura pública.

## Tarefas
- [ ] Session, identification, signature e completion

## Critérios de aceite
- [ ] Documento pode ser assinado sem conta","frontend,backend,priority:high",08 - Signatures
INT-009 — Integrar Invoices,"## Objetivo
Conectar financeiro.

## Tarefas
- [ ] CRUD e payment mutation

## Critérios de aceite
- [ ] Invoice pode ser liquidada","frontend,backend,priority:high",09 - Invoices
INT-010 — Integrar Workflows,"## Objetivo
Conectar builder e execução.

## Tarefas
- [ ] CRUD, activate e history

## Critérios de aceite
- [ ] Workflow pode ser configurado e acompanhado","frontend,backend,priority:high",10 - Workflows
